intervention,score,model_state,allocation,requested_ratio,requested_count,eligible_count,eligible_tensor_count,pruned_count,actual_ratio,seed,accuracy,nll,ece,examples,baseline_accuracy,baseline_nll,baseline_ece,accuracy_drop,nll_change,ece_change,provenance_id
pretrain_only,u_positive,finetuned,global,0.1,12356812,123568128,49,7109997,0.0575390848358567,1337,0.8211009174311926,0.575920139157444,0.1147564662827012,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.0011467889908257645,0.02700465589488321,0.004317158840045965,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_high,u_positive,unfinetuned,global,0.2,24713625,123568128,49,24713625,0.19999999514437897,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,0.0,-0.41989159146580124,-0.3652171075511223,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_high,u_positive,finetuned,global,0.2,24713625,123568128,49,24713625,0.19999999514437897,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
finetune_high,u_positive,finetuned,global,0.2,24713625,123568128,49,24713625,0.19999999514437897,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
topk_intersection,u_positive,finetuned,global,0.2,24713625,123568128,49,13349841,0.1080362810060536,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_only,u_positive,finetuned,global,0.2,24713625,123568128,49,11363784,0.09196371413832538,1337,0.8222477064220184,0.5644889134879506,0.1170040303037585,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.0,0.015573430225389817,0.006564722861103267,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_high,u_positive,unfinetuned,layer_balanced,0.001,123557,123568128,49,123557,0.0009999099444154402,1337,0.4908256880733945,1.057143713356158,0.35519246420291845,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,0.0,-0.05589506057424276,-0.01919896046970959,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_high,u_positive,finetuned,layer_balanced,0.001,123557,123568128,49,123557,0.0009999099444154402,1337,0.8211009174311926,0.5519513818648977,0.11105499659025109,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.0011467889908257645,0.003035898602336884,0.0006156891475958548,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
finetune_high,u_positive,finetuned,layer_balanced,0.001,123557,123568128,49,123557,0.0009999099444154402,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
topk_intersection,u_positive,finetuned,layer_balanced,0.001,123557,123568128,49,8379,6.780874757607399e-05,1337,0.8211009174311926,0.5492184380872533,0.11049752790096123,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.0011467889908257645,0.0003029548246925584,5.8220458306001976e-05,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_only,u_positive,finetuned,layer_balanced,0.001,123557,123568128,49,115178,0.0009321011968393662,1337,0.823394495412844,0.5522271309970715,0.110736383728264,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,-0.0011467889908256534,0.0033116477345107587,0.0002970762856087661,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_high,u_positive,unfinetuned,layer_balanced,0.005,617835,123568128,49,617835,0.004999954357162391,1337,0.5091743119266054,1.139290345918148,0.37912892792987307,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,-0.018348623853210955,0.02625157198774719,0.004737503257245035,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_high,u_positive,finetuned,layer_balanced,0.005,617835,123568128,49,617835,0.004999954357162391,1337,0.5091743119266054,2.1994820362931,0.48086708784103394,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.31307339449541294,1.6505665530305391,0.3704277803983787,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
finetune_high,u_positive,finetuned,layer_balanced,0.005,617835,123568128,49,617835,0.004999954357162391,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
topk_intersection,u_positive,finetuned,layer_balanced,0.005,617835,123568128,49,76662,0.0006204026980161098,1337,0.5091743119266054,2.210783531906408,0.48127102851867676,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.31307339449541294,1.6618680486438473,0.3708317210760215,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_only,u_positive,finetuned,layer_balanced,0.005,617835,123568128,49,541173,0.004379551659146281,1337,0.8222477064220184,0.5680536928526853,0.11490642912165466,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.0,0.019138209590124466,0.004467121678999431,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_high,u_positive,unfinetuned,layer_balanced,0.01,1235670,123568128,49,1235670,0.009999908714324782,1337,0.4908256880733945,0.6933401943346776,0.030495554208755493,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,0.0,-0.4196985795957232,-0.34389587046387254,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_high,u_positive,finetuned,layer_balanced,0.01,1235670,123568128,49,1235670,0.009999908714324782,1337,0.6938073394495413,0.6743673315835655,0.17821389436721802,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.12844036697247707,0.12545184832100476,0.06777458692456279,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
finetune_high,u_positive,finetuned,layer_balanced,0.01,1235670,123568128,49,1235670,0.009999908714324782,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
topk_intersection,u_positive,finetuned,layer_balanced,0.01,1235670,123568128,49,186458,0.0015089489742856669,1337,0.6880733944954128,0.6756805083073607,0.17350423336029053,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.13417431192660556,0.12676502504479992,0.0630649259176353,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_only,u_positive,finetuned,layer_balanced,0.01,1235670,123568128,49,1049212,0.008490959740039114,1337,0.8222477064220184,0.5803742993862258,0.11644492617789381,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.0,0.03145881612366497,0.006005618735238583,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_high,u_positive,unfinetuned,layer_balanced,0.05,6178401,123568128,49,6178401,0.0499999562994108,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,0.0,-0.41989159146580124,-0.3652171075511223,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_high,u_positive,finetuned,layer_balanced,0.05,6178401,123568128,49,6178401,0.0499999562994108,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
finetune_high,u_positive,finetuned,layer_balanced,0.05,6178401,123568128,49,6178401,0.0499999562994108,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
topk_intersection,u_positive,finetuned,layer_balanced,0.05,6178401,123568128,49,1438131,0.011638365193976234,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_only,u_positive,finetuned,layer_balanced,0.05,6178401,123568128,49,4740270,0.038361591105434564,1337,0.8279816513761468,0.5898563358761849,0.12373241314987071,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,-0.005733944954128378,0.040940852613624124,0.01329310570721548,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_high,u_positive,unfinetuned,layer_balanced,0.1,12356803,123568128,49,12356803,0.0999999206915233,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,0.0,-0.41989159146580124,-0.3652171075511223,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_high,u_positive,finetuned,layer_balanced,0.1,12356803,123568128,49,12356803,0.0999999206915233,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
finetune_high,u_positive,finetuned,layer_balanced,0.1,12356803,123568128,49,12356803,0.0999999206915233,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
topk_intersection,u_positive,finetuned,layer_balanced,0.1,12356803,123568128,49,3880464,0.0314034376243039,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_only,u_positive,finetuned,layer_balanced,0.1,12356803,123568128,49,8476339,0.06859648306721941,1337,0.8165137614678899,0.5837499488384352,0.12199434101527495,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.005733944954128489,0.03483446557587444,0.011555033572619722,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_high,u_positive,unfinetuned,layer_balanced,0.2,24713618,123568128,49,24713618,0.19999993849546704,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.4908256880733945,1.1130387739304008,0.37439142467262804,0.0,-0.41989159146580124,-0.3652171075511223,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_high,u_positive,finetuned,layer_balanced,0.2,24713618,123568128,49,24713618,0.19999993849546704,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
finetune_high,u_positive,finetuned,layer_balanced,0.2,24713618,123568128,49,24713618,0.19999993849546704,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
topk_intersection,u_positive,finetuned,layer_balanced,0.2,24713618,123568128,49,10474352,0.08476580627651817,1337,0.4908256880733945,0.6931471824645996,0.009174317121505737,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.3314220183486239,0.14423169920203882,-0.1012649903211495,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
pretrain_only,u_positive,finetuned,layer_balanced,0.2,24713618,123568128,49,14239266,0.11523413221894889,1337,0.8130733944954128,0.5832033501852543,0.12497428930920784,872.0,0.8222477064220184,0.5489154832625608,0.11043930744265523,0.00917431192660556,0.03428786692269348,0.01453498186655261,059606e5fe9ba2221515e5c9acf7eba147dfaaf4a4e8aeb6a856c02c7b7a0491
