route,source_seed,family,high_method,low_method,allocation,ratio,metric,baseline,high_value,low_value,high_effect,low_effect,gap,direction
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.01,nll,0.5458835959434509,0.6931471824645996,0.5458835959434509,0.14726358652114868,0.0,0.14726358652114868,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.01,ece,0.11188451638995184,0.009174317121505737,0.11188451638995184,-0.1027101992684461,0.0,-0.1027101992684461,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.02,accuracy,0.819954128440367,0.4908256880733945,0.819954128440367,0.3291284403669725,0.0,0.3291284403669725,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.02,nll,0.5458835959434509,0.6931471824645996,0.5458835959434509,0.14726358652114868,0.0,0.14726358652114868,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.02,ece,0.11188451638995184,0.009174317121505737,0.11188451638995184,-0.1027101992684461,0.0,-0.1027101992684461,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.05,accuracy,0.819954128440367,0.4908256880733945,0.819954128440367,0.3291284403669725,0.0,0.3291284403669725,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.05,nll,0.5458835959434509,0.6931471824645996,0.5458810258349147,0.14726358652114868,-2.5701085362150877e-06,0.1472661566296849,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.05,ece,0.11188451638995184,0.009174317121505737,0.11188700789135703,-0.1027101992684461,2.491501405188501e-06,-0.10271269076985129,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.1,accuracy,0.819954128440367,0.4908256880733945,0.819954128440367,0.3291284403669725,0.0,0.3291284403669725,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.1,nll,0.5458835959434509,0.6931471824645996,0.5458593713034183,0.14726358652114868,-2.422464003259961e-05,0.14728781116118128,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.1,ece,0.11188451638995184,0.009174317121505737,0.111901524356054,-0.1027101992684461,1.7007966102156047e-05,-0.10272720723454826,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.2,accuracy,0.819954128440367,0.4908256880733945,0.819954128440367,0.3291284403669725,0.0,0.3291284403669725,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.2,nll,0.5458835959434509,0.6931471824645996,0.5459416769786712,0.14726358652114868,5.808103522031427e-05,0.14720550548592837,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.2,ece,0.11188451638995184,0.009174317121505737,0.11191915680421244,-0.1027101992684461,3.4640414260600494e-05,-0.1027448396827067,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.3,accuracy,0.819954128440367,0.4908256880733945,0.819954128440367,0.3291284403669725,0.0,0.3291284403669725,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.3,nll,0.5458835959434509,0.6931471824645996,0.545981460071485,0.14726358652114868,9.786412803403088e-05,0.14716572239311465,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,global,0.3,ece,0.11188451638995184,0.009174317121505737,0.11191728987142963,-0.1027101992684461,3.2773481477788025e-05,-0.10274297274992389,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.0,accuracy,0.819954128440367,0.819954128440367,0.819954128440367,0.0,0.0,0.0,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.0,nll,0.5458835959434509,0.5458835959434509,0.5458835959434509,0.0,0.0,0.0,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.0,ece,0.11188451638995184,0.11188451638995184,0.11188451638995184,0.0,0.0,0.0,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.001,accuracy,0.819954128440367,0.4908256880733945,0.819954128440367,0.3291284403669725,0.0,0.3291284403669725,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.001,nll,0.5458835959434509,0.6931471824645996,0.5456662033129176,0.14726358652114868,-0.0002173926305333307,0.147480979151682,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.001,ece,0.11188451638995184,0.009174317121505737,0.11176374115773641,-0.1027101992684461,-0.00012077523221543096,-0.10258942403623067,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.005,accuracy,0.819954128440367,0.4908256880733945,0.8188073394495413,0.3291284403669725,0.0011467889908256534,0.3279816513761468,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.005,nll,0.5458835959434509,0.6931471824645996,0.5434272126593721,0.14726358652114868,-0.0024563832840788224,0.1497199698052275,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.005,ece,0.11188451638995184,0.009174317121505737,0.11159875920825435,-0.1027101992684461,-0.000285757181697488,-0.10242444208674861,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.01,accuracy,0.819954128440367,0.4908256880733945,0.8188073394495413,0.3291284403669725,0.0011467889908256534,0.3279816513761468,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.01,nll,0.5458835959434509,0.6931471824645996,0.5415417690069304,0.14726358652114868,-0.004341826936520521,0.1516054134576692,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.01,ece,0.11188451638995184,0.009174317121505737,0.1119788126424692,-0.1027101992684461,9.429625251736184e-05,-0.10280449552096346,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.02,accuracy,0.819954128440367,0.4908256880733945,0.8211009174311926,0.3291284403669725,-0.0011467889908256534,0.33027522935779813,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.02,nll,0.5458835959434509,0.6931471824645996,0.5378251222022082,0.14726358652114868,-0.008058473741242689,0.15532206026239137,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.02,ece,0.11188451638995184,0.009174317121505737,0.11015306196831987,-0.1027101992684461,-0.0017314544216319727,-0.10097874484681413,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.05,accuracy,0.819954128440367,0.4908256880733945,0.8211009174311926,0.3291284403669725,-0.0011467889908256534,0.33027522935779813,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.05,nll,0.5458835959434509,0.6931471824645996,0.5342799261075641,0.14726358652114868,-0.011603669835886787,0.15886725635703547,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.05,ece,0.11188451638995184,0.009174317121505737,0.10963004902035434,-0.1027101992684461,-0.0022544673695975015,-0.1004557318988486,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.1,accuracy,0.819954128440367,0.4908256880733945,0.8153669724770642,0.3291284403669725,0.004587155963302725,0.32454128440366975,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.1,nll,0.5458835959434509,0.6931471824645996,0.5299066793207728,0.14726358652114868,-0.015976916622678083,0.16324050314382677,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.1,ece,0.11188451638995184,0.009174317121505737,0.10783961813304566,-0.1027101992684461,-0.004044898256906182,-0.09866530101153992,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.2,accuracy,0.819954128440367,0.4908256880733945,0.8084862385321101,0.3291284403669725,0.011467889908256867,0.3176605504587156,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.2,nll,0.5458835959434509,0.6931471824645996,0.5287905633449554,0.14726358652114868,-0.017093032598495483,0.16435661911964417,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.2,ece,0.11188451638995184,0.009174317121505737,0.11157774033660517,-0.1027101992684461,-0.000306776053346669,-0.10240342321509943,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.3,accuracy,0.819954128440367,0.4908256880733945,0.805045871559633,0.3291284403669725,0.014908256880733939,0.31422018348623854,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.3,nll,0.5458835959434509,0.6931471824645996,0.5498688386394344,0.14726358652114868,0.0039852426959834375,0.14327834382516524,positive_means_high_pruning_is_more_harmful
direct,1234,u_positive,u_positive_high,u_positive_low,layer_balanced,0.3,ece,0.11188451638995184,0.009174317121505737,0.11085831020117576,-0.1027101992684461,-0.0010262061887760798,-0.10168399307967002,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.0,accuracy,0.819954128440367,0.819954128440367,0.819954128440367,0.0,0.0,0.0,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.0,nll,0.5458835959434509,0.5458835959434509,0.5458835959434509,0.0,0.0,0.0,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.0,ece,0.11188451638995184,0.11188451638995184,0.11188451638995184,0.0,0.0,0.0,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.001,accuracy,0.819954128440367,0.4908256880733945,0.819954128440367,0.3291284403669725,0.0,0.3291284403669725,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.001,nll,0.5458835959434509,0.6931471824645996,0.5459347869004678,0.14726358652114868,5.1190957016888916e-05,0.1472123955641318,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.001,ece,0.11188451638995184,0.009174317121505737,0.11189797165960585,-0.1027101992684461,1.3455269654016888e-05,-0.10272365453810012,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.005,accuracy,0.819954128440367,0.4908256880733945,0.819954128440367,0.3291284403669725,0.0,0.3291284403669725,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.005,nll,0.5458835959434509,0.6931471824645996,0.546004149345083,0.14726358652114868,0.00012055340163208417,0.1471430331195166,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.005,ece,0.11188451638995184,0.009174317121505737,0.11189965774644267,-0.1027101992684461,1.5141356490833147e-05,-0.10272534062493693,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.01,accuracy,0.819954128440367,0.4908256880733945,0.819954128440367,0.3291284403669725,0.0,0.3291284403669725,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.01,nll,0.5458835959434509,0.6931471824645996,0.5458845669796707,0.14726358652114868,9.710362197656863e-07,0.14726261548492892,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.01,ece,0.11188451638995184,0.009174317121505737,0.11188358841675355,-0.1027101992684461,-9.279731982836381e-07,-0.10270927129524782,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.02,accuracy,0.819954128440367,0.4908256880733945,0.819954128440367,0.3291284403669725,0.0,0.3291284403669725,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.02,nll,0.5458835959434509,0.6931471824645996,0.5461547675482724,0.14726358652114868,0.00027117160482148517,0.1469924149163272,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.02,ece,0.11188451638995184,0.009174317121505737,0.11190293307261784,-0.1027101992684461,1.8416682666000384e-05,-0.1027286159511121,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.05,accuracy,0.819954128440367,0.4908256880733945,0.819954128440367,0.3291284403669725,0.0,0.3291284403669725,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.05,nll,0.5458835959434509,0.6931471824645996,0.5463589041604908,0.14726358652114868,0.0004753082170398937,0.1467882783041088,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.05,ece,0.11188451638995184,0.009174317121505737,0.11192450572856477,-0.1027101992684461,3.998933861293352e-05,-0.10275018860705903,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.1,accuracy,0.819954128440367,0.4908256880733945,0.819954128440367,0.3291284403669725,0.0,0.3291284403669725,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.1,nll,0.5458835959434509,0.6931471824645996,0.5462013499452434,0.14726358652114868,0.0003177540017924585,0.14694583251935622,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.1,ece,0.11188451638995184,0.009174317121505737,0.11184911525216573,-0.1027101992684461,-3.540113778610632e-05,-0.10267479813066,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.2,accuracy,0.819954128440367,0.4908256880733945,0.819954128440367,0.3291284403669725,0.0,0.3291284403669725,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.2,nll,0.5458835959434509,0.6931471824645996,0.5460004300699322,0.14726358652114868,0.00011683412648122449,0.14714675239466746,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.2,ece,0.11188451638995184,0.009174317121505737,0.11200647004234315,-0.1027101992684461,0.00012195365239131561,-0.10283215292083742,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.3,accuracy,0.819954128440367,0.4908256880733945,0.819954128440367,0.3291284403669725,0.0,0.3291284403669725,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.3,nll,0.5458835959434509,0.6931471824645996,0.5462339759693233,0.14726358652114868,0.0003503800258723988,0.14691320649527628,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,global,0.3,ece,0.11188451638995184,0.009174317121505737,0.11199829093002972,-0.1027101992684461,0.00011377454007788224,-0.10282397380852398,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.0,accuracy,0.819954128440367,0.819954128440367,0.819954128440367,0.0,0.0,0.0,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.0,nll,0.5458835959434509,0.5458835959434509,0.5458835959434509,0.0,0.0,0.0,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.0,ece,0.11188451638995184,0.11188451638995184,0.11188451638995184,0.0,0.0,0.0,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.001,accuracy,0.819954128440367,0.4908256880733945,0.819954128440367,0.3291284403669725,0.0,0.3291284403669725,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.001,nll,0.5458835959434509,0.6931471824645996,0.5458758482965854,0.14726358652114868,-7.747646865507996e-06,0.1472713341680142,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.001,ece,0.11188451638995184,0.009174317121505737,0.1086585746071283,-0.1027101992684461,-0.003225941782823538,-0.09948425748562256,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.005,accuracy,0.819954128440367,0.4908256880733945,0.8211009174311926,0.3291284403669725,-0.0011467889908256534,0.33027522935779813,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.005,nll,0.5458835959434509,0.6931471824645996,0.5434780599327262,0.14726358652114868,-0.002405536010724685,0.14966912253187337,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.005,ece,0.11188451638995184,0.009174317121505737,0.1079462270075987,-0.1027101992684461,-0.003938289382353133,-0.09877190988609297,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.01,accuracy,0.819954128440367,0.4908256880733945,0.8211009174311926,0.3291284403669725,-0.0011467889908256534,0.33027522935779813,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.01,nll,0.5458835959434509,0.6931471824645996,0.5417340969273804,0.14726358652114868,-0.004149499016070535,0.15141308553721922,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.01,ece,0.11188451638995184,0.009174317121505737,0.10796619740084418,-0.1027101992684461,-0.003918318989107661,-0.09879188027933844,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.02,accuracy,0.819954128440367,0.4908256880733945,0.8211009174311926,0.3291284403669725,-0.0011467889908256534,0.33027522935779813,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.02,nll,0.5458835959434509,0.6931471824645996,0.5401930285429736,0.14726358652114868,-0.005690567400477353,0.15295415392162603,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.02,ece,0.11188451638995184,0.009174317121505737,0.10861724859039557,-0.1027101992684461,-0.0032672677995562727,-0.09944293146888983,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.05,accuracy,0.819954128440367,0.4908256880733945,0.8176605504587156,0.3291284403669725,0.002293577981651418,0.32683486238532106,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.05,nll,0.5458835959434509,0.6931471824645996,0.5366193512710956,0.14726358652114868,-0.009264244672355315,0.156527831193504,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.05,ece,0.11188451638995184,0.009174317121505737,0.11095274480040623,-0.1027101992684461,-0.0009317715895456047,-0.1017784276789005,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.1,accuracy,0.819954128440367,0.4908256880733945,0.8165137614678899,0.3291284403669725,0.0034403669724770714,0.3256880733944954,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.1,nll,0.5458835959434509,0.6931471824645996,0.5320583942833297,0.14726358652114868,-0.013825201660121245,0.16108878818126993,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.1,ece,0.11188451638995184,0.009174317121505737,0.10734154170371202,-0.1027101992684461,-0.00454297468623982,-0.09816722458220628,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.2,accuracy,0.819954128440367,0.4908256880733945,0.8142201834862385,0.3291284403669725,0.005733944954128489,0.323394495412844,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.2,nll,0.5458835959434509,0.6931471824645996,0.5097458663336728,0.14726358652114868,-0.036137729609778124,0.1834013161309268,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.2,ece,0.11188451638995184,0.009174317121505737,0.10293995605315226,-0.1027101992684461,-0.008944560336799579,-0.09376563893164652,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.3,accuracy,0.819954128440367,0.4908256880733945,0.8176605504587156,0.3291284403669725,0.002293577981651418,0.32683486238532106,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.3,nll,0.5458835959434509,0.6931471824645996,0.4938987047847258,0.14726358652114868,-0.05198489115872512,0.1992484776798738,positive_means_high_pruning_is_more_harmful
direct,1234,u_signed,u_signed_high_positive,u_signed_near_zero,layer_balanced,0.3,ece,0.11188451638995184,0.009174317121505737,0.09759521635508106,-0.1027101992684461,-0.014289300034870778,-0.08842089923357532,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.0,accuracy,0.819954128440367,0.819954128440367,0.819954128440367,0.0,0.0,0.0,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.0,nll,0.5458835959434509,0.5458835959434509,0.5458835959434509,0.0,0.0,0.0,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.0,ece,0.11188451638995184,0.11188451638995184,0.11188451638995184,0.0,0.0,0.0,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.001,accuracy,0.819954128440367,0.4908256880733945,0.8165137614678899,0.3291284403669725,0.0034403669724770714,0.3256880733944954,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.001,nll,0.5458835959434509,0.6931471824645996,0.5554685609056316,0.14726358652114868,0.009584964962180642,0.13767862155896804,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.001,ece,0.11188451638995184,0.009174317121505737,0.11689804660099334,-0.1027101992684461,0.005013530211041506,-0.1077237294794876,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.005,accuracy,0.819954128440367,0.4908256880733945,0.823394495412844,0.3291284403669725,-0.0034403669724770714,0.33256880733944955,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.005,nll,0.5458835959434509,0.6931471824645996,0.5612309553207607,0.14726358652114868,0.0153473593773098,0.13191622714383888,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.005,ece,0.11188451638995184,0.009174317121505737,0.11507059710084622,-0.1027101992684461,0.003186080710894379,-0.10589627997934048,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.01,accuracy,0.819954128440367,0.4908256880733945,0.8084862385321101,0.3291284403669725,0.011467889908256867,0.3176605504587156,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.01,nll,0.5458835959434509,0.6931471824645996,0.5766241003613953,0.14726358652114868,0.030740504417944403,0.11652308210320428,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.01,ece,0.11188451638995184,0.009174317121505737,0.12611321291899547,-0.1027101992684461,0.014228696529043627,-0.11693889579748973,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.02,accuracy,0.819954128440367,0.4908256880733945,0.8130733944954128,0.3291284403669725,0.006880733944954143,0.32224770642201833,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.02,nll,0.5458835959434509,0.6931471824645996,0.580791831836788,0.14726358652114868,0.034908235893337025,0.11235535062781166,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.02,ece,0.11188451638995184,0.009174317121505737,0.12285524468225428,-0.1027101992684461,0.010970728292302445,-0.11368092756074855,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.05,accuracy,0.819954128440367,0.4908256880733945,0.8130733944954128,0.3291284403669725,0.006880733944954143,0.32224770642201833,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.05,nll,0.5458835959434509,0.6931471824645996,0.5810129650689047,0.14726358652114868,0.035129369125453724,0.11213421739569496,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.05,ece,0.11188451638995184,0.009174317121505737,0.12285191324765854,-0.1027101992684461,0.010967396857706702,-0.1136775961261528,positive_means_high_pruning_is_more_harmful
direct,1234,double_original,double_high,double_low,global,0.1,accuracy,0.819954128440367,0.4908256880733945,0.8130733944954128,0.3291284403669725,0.006880733944954143,0.32224770642201833,positive_means_high_pruning_is_more_harmful
