route,seed,experiment_id,step,scope,group,parameter_count,positive_sum,positive_mean,positive_share,positive_median,positive_q25,positive_q75,positive_q90,positive_gini,positive_effective_parameters,positive_effective_fraction,signed_sum,signed_positive_mass,signed_negative_mass,signed_absolute_mass,signed_net_share_of_absolute_mass,signed_mean,signed_median,signed_q25,signed_q75,signed_negative_fraction,signed_absolute_gini
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0000/mlp-input,2362368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0000/mlp-output,2360064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0001/attention-output,590592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0001/attention-qkv,1771776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0001/layernorm-input,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0001/layernorm-post-attention,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0001/mlp-input,2362368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0001/mlp-output,2360064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0002/attention-output,590592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0002/attention-qkv,1771776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0002/layernorm-input,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0002/layernorm-post-attention,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0002/mlp-input,2362368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0002/mlp-output,2360064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0003/attention-output,590592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0003/attention-qkv,1771776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0003/layernorm-input,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0003/layernorm-post-attention,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0003/mlp-input,2362368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0003/mlp-output,2360064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0004/attention-output,590592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0004/attention-qkv,1771776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0004/layernorm-input,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0004/layernorm-post-attention,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0004/mlp-input,2362368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0004/mlp-output,2360064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0005/attention-output,590592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0005/attention-qkv,1771776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0005/layernorm-input,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0005/layernorm-post-attention,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0005/mlp-input,2362368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0005/mlp-output,2360064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0006/attention-output,590592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0006/attention-qkv,1771776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0006/layernorm-input,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0006/layernorm-post-attention,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0006/mlp-input,2362368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0006/mlp-output,2360064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0007/attention-output,590592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0007/attention-qkv,1771776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0007/layernorm-input,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0007/layernorm-post-attention,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0007/mlp-input,2362368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0007/mlp-output,2360064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0008/attention-output,590592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0008/attention-qkv,1771776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0008/layernorm-input,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0008/layernorm-post-attention,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0008/mlp-input,2362368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0008/mlp-output,2360064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0009/attention-output,590592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0009/attention-qkv,1771776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0009/layernorm-input,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0009/layernorm-post-attention,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0009/mlp-input,2362368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0009/mlp-output,2360064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0010/attention-output,590592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0010/attention-qkv,1771776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0010/layernorm-input,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0010/layernorm-post-attention,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0010/mlp-input,2362368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0010/mlp-output,2360064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0011/attention-output,590592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0011/attention-qkv,1771776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0011/layernorm-input,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0011/layernorm-post-attention,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0011/mlp-input,2362368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layer-0011/mlp-output,2360064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,0,module,layernorm-final,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,1,layer,embedding-input,38633472,1.4211140395201691e-06,3.678452818116293e-14,0.002476081911863616,0.0,0.0,9.294955751364467e-18,1.0634154214770669e-16,0.9996115067101554,1024.6878066786865,2.6523316534395005e-05,1.41700460084049e-06,1.4211140395201691e-06,-4.1094386796788e-09,1.4252234781998479e-06,0.0024436574465829387,3.667815827789151e-14,0.0,-3.9716870316580486e-18,9.294955751364467e-18,0.42705589598574,0.9994361218780057
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,1,layer,embedding-output,38633472,1.6818504371443713e-05,4.353350475837044e-13,0.029303766834076022,1.8922059591126947e-16,0.0,1.1571422442163812e-15,3.897309593984768e-15,0.999192688428298,1368.6010379933591,3.542526641129638e-05,1.5386494557101453e-05,1.6818504371443713e-05,-1.432009814342256e-06,1.8250514185785963e-05,0.0265343683280682,3.9826849000528487e-13,1.8922059591126947e-16,-4.504285880614098e-17,1.1571422442163812e-15,0.32729406251656595,0.9988878343790042
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,1,layer,layer-0000,7087872,8.737274229260868e-05,1.23270767717883e-11,0.15223413516743256,2.2700114357676604e-13,2.3600775777206124e-15,4.249966264330274e-12,3.268287550317609e-11,0.881738031581242,310012.0098879362,0.043738375902941835,8.71911502685773e-05,8.737274229260868e-05,-1.8159202403137925e-07,8.755433431664007e-05,0.1503631699597603,1.2301456666906132e-11,2.2700114357676604e-13,2.3600775777206124e-15,4.249966264330274e-12,0.13560290027810887,0.880163232444207
