route,seed,experiment_id,step,scope,group,parameter_count,positive_sum,positive_mean,positive_share,positive_median,positive_q25,positive_q75,positive_q90,positive_gini,positive_effective_parameters,positive_effective_fraction,signed_sum,signed_positive_mass,signed_negative_mass,signed_absolute_mass,signed_net_share_of_absolute_mass,signed_mean,signed_median,signed_q25,signed_q75,signed_negative_fraction,signed_absolute_gini
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,embedding-input,38633472,0.0005391107920648838,1.395450018224828e-11,0.027981773918965933,6.879741527442314e-14,2.6530568615222485e-14,2.387530887511431e-13,9.889106135536872e-13,0.9927002839441423,7322.769000214252,0.00018954467773992076,0.00045648817686557824,0.0005391107920648838,-8.262263343107137e-05,0.00045666033501733577,0.025597226813922024,1.1815872434804157e-11,1.8905173989323433e-14,4.037497210172857e-15,8.69414302107508e-14,0.11916456796841868,0.996105921613258
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,embedding-output,38633472,0.01300147618753719,3.3653398243722933e-10,0.6748230097547364,4.592151311988424e-13,1.9795157944453926e-13,1.2796440339649107e-12,4.3457138061697696e-12,0.998133622220257,3733.5640134585774,9.664065433877073e-05,0.0124173757279213,0.01300147618753719,-0.0005841024367168734,0.01241758794416396,0.6962948857159312,3.2141495664488295e-10,2.646983110130008e-13,9.61702251715173e-14,8.243046273771065e-13,0.016107638474740248,0.9986607017715519
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0000/attention-output,590592,0.00018746490676543187,3.174186354800469e-10,0.009730097627537414,2.274320037853883e-10,1.3739783269461903e-10,3.7697883009668587e-10,6.007398689611422e-10,0.4314826274076724,248805.97041305932,0.42128232419853184,0.00016016989478019866,0.00018746490676543187,-2.7295015209857125e-05,0.00016016989478019866,0.008981404849523773,2.7120227632646337e-10,1.9609269763520842e-10,1.1850844611194233e-10,3.229733702703186e-10,0.0,0.42773826601760767
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0000/attention-qkv,1771776,0.00013235088082959255,7.469955616826989e-11,0.006869483007685632,4.267514813749429e-11,1.9565118622444366e-11,8.790185246354554e-11,1.6563264648716824e-10,0.5624687864315838,486043.1155841728,0.2743253749820365,0.00011387436187961121,0.00013235088082959255,-1.8476524185054687e-05,0.00011387436236734245,0.006385418105103263,6.427130849475962e-11,3.6526249039270375e-11,1.6719527672071077e-11,7.540904879699273e-11,0.00017045044068776189,0.5646560903838995
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0000/layernorm-input,1536,5.1766968722916085e-06,3.3702453595648493e-09,0.0002686890406565044,1.5628409677503896e-09,3.5593279712475834e-10,5.020590609916553e-09,8.719088562259003e-09,0.602777660218242,597.7381474649474,0.3891524397558251,4.311562125200452e-06,5.1766968722916085e-06,-8.651350779055253e-07,4.311562125200452e-06,0.0002417675620842431,2.8070065919273777e-09,1.3345940463871386e-09,3.096265258073494e-10,4.170378820056442e-09,0.0,0.5966037350271265
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0000/layernorm-post-attention,1536,7.79210378812345e-06,5.072984237059538e-09,0.00040443799263834235,2.8033066978849774e-09,5.365272670587728e-10,8.637314419246422e-09,1.2240297220245111e-08,0.549825723084028,741.3374367008097,0.48264156035208966,6.364117773466349e-06,7.79210378812345e-06,-1.4279862714829117e-06,6.364117773466349e-06,0.00035686305664363506,4.143305842100487e-09,2.3783675029420692e-09,4.504803335914076e-10,6.982606381988887e-09,0.0,0.5473162198685237
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0000/mlp-input,2362368,4.79455724003285e-05,2.029555615396437e-11,0.002488546300812948,1.610531413093197e-11,1.112196315947167e-11,2.412143445054693e-11,3.594373167159493e-11,0.3429425898280436,1389218.457594624,0.5880618335477893,4.031676999291783e-05,4.79455724003285e-05,-7.6288029628082796e-06,4.031676999291783e-05,0.0022607321683543505,1.70662530109271e-11,1.3461730428293572e-11,9.230297515899766e-12,2.0263925520208614e-11,0.0,0.34913253074895056
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0000/mlp-output,2360064,0.0008144540488884029,3.4509828923639485e-10,0.04227307150742195,2.619093969480346e-10,1.7946014466141413e-10,4.100456710287581e-10,6.560934517896303e-10,0.36136067864127797,1435819.7286152095,0.6083816916046385,0.0006946092709517755,0.0008144540488884029,-0.0001198447876549864,0.0006946092709517755,0.038949685789652556,2.943179807631384e-10,2.2234233898466016e-10,1.5209273424021674e-10,3.490385966364862e-10,0.0,0.36423175819151754
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0001/attention-output,590592,0.00017622800541022571,2.9839213096389e-10,0.009146862348446102,2.0691574148523628e-10,1.2392089090984548e-10,3.630632045004134e-10,6.108551220407322e-10,0.4390763316223405,286746.196470673,0.4855233333175407,0.00015356677682402085,0.00017622800541022571,-2.266123134750191e-05,0.00015356677682402085,0.008611140039679341,2.600217693839755e-10,1.8125512202260552e-10,1.083911554261574e-10,3.183581800958457e-10,0.0,0.436792071099406
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0001/attention-qkv,1771776,8.620211096985577e-05,4.865293974512341e-11,0.004474197170599052,1.3339416377045055e-11,3.334272419795725e-12,5.191713725594127e-11,1.2721255299164014e-10,0.7193639574447779,271078.13314935827,0.1529979710467679,7.263921389824622e-05,8.620211096985577e-05,-1.3562899109107192e-05,7.263921389828105e-05,0.0040731885905687555,4.099796695420088e-11,1.1420184242716402e-11,2.851077826517695e-12,4.424321759649574e-11,0.00016988603525502094,0.7165687168216279
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0001/layernorm-input,1536,3.43767523421426e-07,2.2380698139415757e-10,1.7842761196113214e-05,1.938057908601465e-10,1.0911840701843811e-10,2.98039391777305e-10,4.285668209202953e-10,0.3611446023092284,1056.2248546654823,0.6876463897561734,2.8741259889327603e-07,3.43767523421426e-07,-5.6354934159768416e-08,2.8741259889327603e-07,1.6116442562796936e-05,1.8711757740447657e-10,1.6300294447546548e-10,9.340849621564118e-11,2.4841997903202184e-10,0.0,0.356289164045986
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0001/layernorm-post-attention,1536,1.0264288796283175e-06,6.682479685080192e-10,5.327532165262307e-05,5.176775397242039e-10,2.6221601973075437e-10,8.962880021501363e-10,1.4352814492468724e-09,0.43052968938999614,899.5219533578531,0.5856262717173523,8.341924562747793e-07,1.0264288796283175e-06,-1.9223646631569974e-07,8.341924562747793e-07,4.67767065871151e-05,5.430940470538928e-10,4.223442290340884e-10,2.1856125589914122e-10,7.194824458434113e-10,0.0,0.4223238339491715
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0001/mlp-input,2362368,0.00010073518668862756,4.264161497642516e-11,0.005228515661520567,1.9120528077509746e-11,8.887014388281322e-12,4.4773754148685896e-11,1.0132127498119207e-10,0.6163153151018508,624107.6424784572,0.264187308022483,8.388731935969916e-05,0.00010073518668862756,-1.6847870146415747e-05,8.388731935969916e-05,0.004703917536717364,3.5509844088515915e-11,1.65454160788725e-11,7.795872237689738e-12,3.797155732204738e-11,0.0,0.6050141643849722
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0001/mlp-output,2360064,0.000493200266747039,2.0897749668951309e-10,0.025598853823776517,8.94761348346762e-11,4.325270176741558e-11,2.1171095779259907e-10,4.964400612816889e-10,0.6201578263906156,621177.5886034209,0.2632037049009776,0.0004279312575847724,0.000493200266747039,-6.526902003331858e-05,0.0004279312575847724,0.023995919316854252,1.8132188685763284e-10,8.083284042115224e-11,3.885616134402525e-11,1.88710807397241e-10,0.0,0.6100352305936214
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0002/attention-output,590592,0.00013987328028521734,2.368357178648159e-10,0.007259922383030416,1.5499782707317777e-10,9.095873880482497e-11,2.7983942940679185e-10,5.009651138365713e-10,0.46347325937631156,272089.217790158,0.46070589813298857,0.0001244715060910069,0.00013987328028521734,-1.540177693764471e-05,0.0001244715060910069,0.006979644894987492,2.1075718277763143e-10,1.3811990440260047e-10,8.015185216925236e-11,2.508615745688836e-10,0.0,0.46476892555483995
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0002/attention-qkv,1771776,5.511913966094725e-05,3.110954187264488e-11,0.002860880040433154,7.225257067991486e-12,1.982615840164653e-12,3.3887402432764e-11,8.43858455334967e-11,0.7285813031640196,148985.95868672492,0.0840884844849038,4.596608555753064e-05,5.511913966094725e-05,-9.153055100503325e-06,4.596608555754421e-05,0.00257751323559631,2.5943508410504847e-11,6.066904791046657e-12,1.657550670070701e-12,2.8829582384565233e-11,0.00017553008958243028,0.7253701651253817
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0002/layernorm-input,1536,1.7220458516879061e-07,1.1211236013593138e-10,8.938032480385738e-06,1.0072216671819234e-10,6.310477834725603e-11,1.481750798448811e-10,1.968035595600881e-10,0.32340055233486775,1125.287144472844,0.7326088180161744,1.4231872523789296e-07,1.7220458516879061e-07,-2.9885864379596006e-08,1.4231872523789296e-07,7.980414114548549e-06,9.265542007675324e-11,8.335730022901444e-11,5.309869210989859e-11,1.2174555460986447e-10,0.0,0.31784286075248236
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0002/layernorm-post-attention,1536,2.104190798468339e-07,1.3699158844194916e-10,1.0921501122170669e-05,1.0501873329293865e-10,6.166191689194189e-11,1.723368843464801e-10,2.750394079154006e-10,0.4110011175567778,892.9079923654028,0.5813203075295591,1.732647244945089e-07,2.104190798468339e-07,-3.7154364765476684e-08,1.732647244945089e-07,9.715687451514553e-06,1.128025550094459e-10,8.728019001980059e-11,5.251556481344899e-11,1.4078476925916128e-10,0.0,0.39862564800839784
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0002/mlp-input,2362368,4.148796416882741e-05,1.756202427768553e-11,0.0021533733896956916,9.783067585200644e-12,5.174525955289888e-12,1.8827434403179133e-11,3.614117061179205e-11,0.5519560610357648,657166.6710554338,0.27818132951997054,3.54326241070602e-05,4.148796416882741e-05,-6.055340993301131e-06,3.54326241070602e-05,0.0019868574080242566,1.4998774156719106e-11,8.532732246463448e-12,4.535721949937288e-12,1.63044716616767e-11,0.0,0.5438768106404996
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0002/mlp-output,2360064,0.00020459018639728014,8.668840607597088e-11,0.010618960751798108,4.228163479058633e-11,2.3545792919577035e-11,9.179807608505897e-11,1.9731474509843145e-10,0.566258642839081,686417.833071535,0.29084712663365697,0.00018467921210848647,0.00020459018639728014,-1.9910979224104463e-05,0.00018467921210848647,0.010355746150133873,7.825178135359315e-11,3.820154262368369e-11,2.0805823210123808e-11,8.397823582362296e-11,0.0,0.5679244908456922
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0003/attention-output,590592,0.00010839650538893141,1.8353872959493425e-10,0.005626165441395958,1.1975423430676813e-10,7.082762154553279e-11,2.140751742540914e-10,3.722668839856171e-10,0.4683678841620289,242010.3339148226,0.40977584172291975,9.75684006439344e-05,0.00010839650538893141,-1.0828106808464036e-05,9.75684006439344e-05,0.005471073748948016,1.6520440616184167e-10,1.0732046154537933e-10,6.254139567341e-11,1.9400865636232112e-10,0.0,0.4723600557151866
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0003/attention-qkv,1771776,4.2296390479883836e-05,2.387231257217833e-11,0.0021953336000997193,6.4298301925835855e-12,1.7302888451458526e-12,2.6578381422809327e-11,6.47849204837847e-11,0.7125056541801724,357918.835689506,0.20201133534346669,3.482365721311338e-05,4.2296390479883836e-05,-7.472733966069654e-06,3.482365721628335e-05,0.0019527100532919642,1.9654661318989185e-11,5.315255614118941e-12,1.4260104598887158e-12,2.2457312051638034e-11,0.0001585979266002023,0.7087489798599762
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0003/layernorm-input,1536,1.2053821176263857e-07,7.847539828296781e-11,6.256363329734003e-06,7.483874284175407e-11,4.1419434722300696e-11,1.0511438594540401e-10,1.3863928755020183e-10,0.3164585019033852,1163.886488191094,0.7577385990827435,9.74921809194021e-08,1.2053821176263857e-07,-2.304603317524693e-08,9.74921809194021e-08,5.466799785950893e-06,6.347147195273574e-11,6.116358808316846e-11,3.4152974719148244e-11,8.54875666783661e-11,0.0,0.3105236460839458
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0003/layernorm-post-attention,1536,1.0522884143909783e-07,6.850836031191265e-11,5.4617523786264145e-06,5.853046172732412e-11,3.551447243926864e-11,8.83518987138121e-11,1.2428483242565846e-10,0.3473329358608688,1050.6461191880478,0.684014400513052,8.870810711209334e-08,1.0522884143909783e-07,-1.6520736789336042e-08,8.870810711209334e-08,4.974239537972938e-06,5.7752673901102435e-11,4.991026689160627e-11,3.0986365383289804e-11,7.466121471066955e-11,0.0,0.34023896269010545
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0003/mlp-input,2362368,2.81518918844507e-05,1.1916810541139527e-11,0.0014611836485125755,7.74810771098089e-12,4.2474204492090606e-12,1.4014216219784825e-11,2.4155848848961307e-11,0.49057527963051806,851905.1024079528,0.36061490098407734,2.433072030995133e-05,2.81518918844507e-05,-3.821172125996205e-06,2.433072030995133e-05,0.001364326608842968,1.0299293044077522e-11,6.7585511839829415e-12,3.706784336941771e-12,1.2192974060964978e-11,0.0,0.4865790953292728
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0003/mlp-output,2360064,0.0001503389999864325,6.370123860472957e-11,0.007803130582326535,3.067030310277552e-11,1.8616396185028306e-11,6.526569389098125e-11,1.4274775944622677e-10,0.5584417811176725,652937.7413797317,0.276661031810888,0.00013758604363891332,0.0001503389999864325,-1.2752960091617498e-05,0.00013758604363891332,0.007715032598735861,5.829759008184241e-11,2.7477760518312966e-11,1.626308766475293e-11,5.995109617074057e-11,0.0,0.5676537924732008
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0004/attention-output,590592,9.826241240709025e-05,1.663795181903755e-10,0.005100169852241567,1.1594446583385043e-10,6.833029454755835e-11,1.9886976787564237e-10,3.322517677650795e-10,0.4423979190260039,279313.799409853,0.4729386774792971,8.810118550049316e-05,9.826241240709025e-05,-1.016122881146149e-05,8.810118550049316e-05,0.004940206870890355,1.4917436318218527e-10,1.032933426292626e-10,6.024532088477752e-11,1.7892813966580157e-10,0.0,0.4470913605616236
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0004/attention-qkv,1771776,4.7053592067843935e-05,2.655730299306681e-11,0.002442249338535214,6.9186490304212755e-12,2.0038082521392497e-12,2.861629986791736e-11,7.400099977239449e-11,0.7146196679929895,362002.70341326605,0.2043162924733522,3.9263661564592814e-05,4.7053592067843935e-05,-7.789931284763826e-06,3.926366156460636e-05,0.0022016799153812662,2.216062389635756e-11,5.808152136327349e-12,1.6689368528659265e-12,2.4250710380785412e-11,0.00016706400809131627,0.7125469531926412
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0004/layernorm-input,1536,1.3842944728351125e-07,9.012333807520264e-11,7.184982297940042e-06,8.210161023258777e-11,5.189782891629191e-11,1.1570617901301983e-10,1.596385107438536e-10,0.31602623918716843,1145.3537456734548,0.7456730115061555,1.137764790003909e-07,1.3842944728351125e-07,-2.465297154288261e-08,1.137764790003909e-07,6.379929397207681e-06,7.407322851587948e-11,6.796483514870388e-11,4.366670133121309e-11,9.540169695898548e-11,0.0,0.3100347555368266
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0004/layernorm-post-attention,1536,8.110226750162458e-08,5.28009554047035e-11,4.209497095863792e-06,4.6641159684446265e-11,2.8846526729797706e-11,6.789805523377268e-11,9.354802349426095e-11,0.32519327861417624,1109.9642830426599,0.722632996772565,6.828424750637829e-08,8.110226750162458e-08,-1.2818022505445368e-08,6.828424750637829e-08,3.828987167291857e-06,4.44558903036317e-11,3.968850074975716e-11,2.4798079822224706e-11,5.698441371548846e-11,0.0,0.317408632871804
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0004/mlp-input,2362368,2.3841083531836725e-05,1.0092027800849285e-11,0.0012374373119407847,6.9826750718343655e-12,3.928360241267637e-12,1.2245161698856699e-11,2.034337854422974e-11,0.4599733106031354,1021151.802627265,0.4322577187920193,2.059206350431505e-05,2.3841083531836725e-05,-3.2490204466416474e-06,2.059206350431505e-05,0.0011546842761753565,8.716704384886288e-12,6.061855878369826e-12,3.4085402686109822e-12,1.0623652998975608e-11,0.0,0.4577182935967039
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0004/mlp-output,2360064,0.00012554901196669367,5.3197291245785566e-11,0.006516441741308638,2.707342336427665e-11,1.686243289097944e-11,5.5200887263961995e-11,1.1670974464639293e-10,0.5371583167476972,675005.1077376445,0.28601135720795895,0.00011498998403355171,0.00012554901196669367,-1.055903066331346e-05,0.00011498998403355171,0.006447975767623974,4.8723248197316563e-11,2.4053766790876896e-11,1.462810558447436e-11,5.04353208502506e-11,0.0,0.5500882674684462
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0005/attention-output,590592,8.616752967307781e-05,1.459002656200521e-10,0.004472402277893308,1.054221258900423e-10,6.696071648548685e-11,1.7410414082652537e-10,2.8423348397144126e-10,0.40951014031593846,301708.50917475956,0.5108577650472061,7.715712469173134e-05,8.616752967307781e-05,-9.010406342877908e-06,7.715712469173134e-05,0.0043265269970527405,1.3064370105204836e-10,9.341059870049406e-11,5.872204632273448e-11,1.5598882949219295e-10,0.0,0.4168138522030216
pretrain,1234,stage-b-160m-step512-seed1234-deterministic-trapezoid-v3,512,module,layer-0005/attention-qkv,1771776,5.531995857846102e-05,3.12228851606868e-11,0.0028713032588721676,1.115232689183343e-11,3.923041687510509e-12,3.182921374383918e-11,7.636265925148322e-11,0.6812274368942619,255512.84290391023,0.14421283667004758,4.6151935599414714e-05,5.531995857846102e-05,-9.16802397037587e-06,4.615193559944131e-05,0.0025879346351342972,2.604840318381935e-11,9.388072350763332e-12,3.25882550111789e-12,2.6904049300890964e-11,0.0001721436569859847,0.679688720980157
